adm0_name,adm1_name,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35
Gambia,Lrr,84008,1,68046.48,13441.28,2520.24,0,0,2520.24
Gambia,Wcr,713698,2,513862.56,178424.5,21410.94,0,0,21410.94
Gambia,Crr N,101090,2,70763,27294.3,3032.7,0,0,3032.7
Gambia,Crr S,129448,2,97086,25889.6,6472.4,0,0,6472.4
Gambia,Urr,244714,2,146828.4,78308.48,19577.12,0,0,19577.12
Gambia,Nbr,225475,2,146558.75,67642.5,11273.75,0,0,11273.75
Gambia,Bjl,31927,,0,0,0,0,0,0
Gambia,Kmc,389738,,0,0,0,0,0,0
