adm0_name,adm1_name,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35
Gambia,Nbr,247262,1,210172.7,37089.3,0,0,0,0
Gambia,Crrn,106608,1,88484.64,18123.36,0,0,0,0
Gambia,Urr,269037,1,236752.56,32284.44,0,0,0,0
Gambia,Wcr,898979,2,611305.72,224744.75,62928.53,0,0,62928.53
Gambia,Lrr,85975,1,72219,13756,0,0,0,0
Gambia,Crrs,134765,1,111854.95,22910.05,0,0,0,0
