adm0_name,adm1_name,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35
Gambia,Central River Region South,155579,2,85568,54453,14002,1556,0,15558
Gambia,Lrr,105254,2,28419,57890,17893,1053,0,18946
Gambia,Nbr,209919,2,115456,62976,29389,2099,0,31488
Gambia,Central River Region North,138258,2,38712,74659,23504,1383,0,24886
Gambia,Urr,209136,2,119208,56467,31370,2091,0,33462
Gambia,Wcr,1143334,2,537367,400167,194367,11433,0,205800
Gambia,Banjul,0,0,0,0,0,0,0,0
