adm0_name,adm1_name,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35
Gambia,Nbr,247262,1,200282,37089,9890,0,0,9890
Gambia,Crrn,106608,2,49040,37313,17057,3198,0,20256
Gambia,Urr,275205,2,151363,96322,27521,0,0,27521
Gambia,Wcr,938238,1,769355,140736,28147,0,0,28147
Gambia,Lrr,86947,1,70427,13912,2608,0,0,2608
Gambia,Crrs,136643,2,75154,47825,13664,0,0,13664
