adm0_name,adm1_name,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35
Gambia,Central River Region South,155579,2,94903,46674,14002,0,0,14002
Gambia,Lrr,105254,2,49469,42102,13683,0,0,13683
Gambia,Nbr,209919,1,170035,27290,12595,0,0,12595
Gambia,Central River Region North,138258,2,92633,34565,11061,0,0,11061
Gambia,Urr,209136,1,169400,29279,10457,0,0,10457
Gambia,Wcr,1143334,2,754600,262967,125767,0,0,125767
Gambia,Banjul,0,0,0,0,0,0,0,0
