adm0_name,adm1_name,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35
Gambia,Banjul,26413,1,24564.09,1321,528,0,0,528
Gambia,Basse,209136,1,171491.52,29279,8365,0,0,8365
Gambia,Brikama,1143334,1,926100.54,194367,22867,0,0,22867
Gambia,Janjanbureh,155579,1,126018.99,24893,4667,0,0,4667
Gambia,Kanifing,467948,1,388396.84,65513,14038,0,0,14038
Gambia,Kerewan,209919,1,170034.39,33587,6298,0,0,6298
Gambia,Kuntaur,138258,2,99545.76,27652,11061,0,0,11061
Gambia,Mansa Konko,105254,1,85255.74,15788,4210,0,0,4210
