adm0_name,adm1_name,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35
Gambia,Lrr,84008,2,60485.76,21002,2520.24,0,0,2520.24
Gambia,Wcr,713698,2,492451.62,185561.48,35684.9,0,0,35684.9
Gambia,Crr N,101090,2,60654,35381.5,5054.5,0,0,5054.5
Gambia,Crr S,129448,2,80257.76,38834.4,10355.84,0,0,10355.84
Gambia,Urr,244714,2,122357,92991.32,29365.68,0,0,29365.68
Gambia,Nbr,225475,2,130775.5,78916.25,15783.25,0,0,15783.25
Gambia,Bjl,31927,,0,0,0,0,0,0
Gambia,Kmc,389738,,0,0,0,0,0,0
