adm0_name,adm1_name,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35,foodconsumption_phase,livelihoods_phase,nutrition_phase,mortality_phase
Gambia,Banjul,26413,2,19017.36,6603.25,792.39,0,0,792.39,2,2,2,NA
Gambia,Basse,209136,3,98293.92,62740.8,46009.92,2091.36,0,48101.28,2,3,3,NA
Gambia,Brikama,1143334,2,834633.82,251533.48,57166.7,0,0,57166.7,2,2,2,NA
Gambia,Janjanbureh,155579,2,98014.77,46673.7,10890.53,0,0,10890.53,2,4,2,NA
Gambia,Kanifing,467948,2,350961,98269.08,18717.92,0,0,18717.92,2,2,2,NA
Gambia,Kerewan,209919,2,136447.35,62975.7,10495.95,0,0,10495.95,2,3,2,NA
Gambia,Kuntaur,138256,3,64980.32,40094.24,30416.32,2765.12,0,33181.44,2,4,3,NA
Gambia,Mansa Konko,105254,3,39996.52,37891.44,25260.96,2105.08,0,27366.04,2,4,3,NA
