adm0_name,adm1_name,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35
Gambia,Km,413924,1,351835,62089,0,0,0,0
Gambia,Lrr,86948,2,59125,23476,4347,0,0,4347
Gambia,Urr,275205,2,195396,66049,13760,0,0,13760
Gambia,Crrn,108543,2,71638,32563,4342,0,0,4342
Gambia,Wcr,938238,1,778738,150118,9382,0,0,9382
Gambia,Crrs,136643,2,75154,47825,13664,0,0,13664
Gambia,Nbr,252544,1,229815,22729,0,0,0,0
Gambia,Bcc,28845,1,24807,3750,288,0,0,288
