adm0_name,adm1_name,adm2_name,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35,foodconsumption_phase,livelihoods_phase,nutrition_phase,mortality_phase,FCG_Poor,FCG_Borderline,FCG_Acceptable,FCG_finalphase,HDDS_Phase1,HDDS_Phase2,HDDS_Phase3,HDDS_Phase4,HDDS_Phase5,HDDS_finalphase,HHS_Phase1,HHS_Phase2,HHS_Phase3,HHS_Phase4,HHS_Phase5,HHS_finalphase,LhHCSCat_NoStrategies,LhHCSCat_StressStrategies,LhHCSCat_CrisisStategies,LhHCSCat_EmergencyStrategies,LhHCSCat_finalphase,rCSI_Phase1,rCSI_Phase2,rCSI_Phase3,rCSI_finalphase
Senegal,Tambacounda,Bakel,191020,1,164277.2,24832.6,1910.2,0,0,1910.2,1,2,1,NA,0,17.3,82.7,1,82.7,17.3,0,0,0,1,85.9,13,1.1,NA,NA,1,38.7,57.9,3.5,0,2,63.5,31.8,4.8,2
Senegal,Tambacounda,Koumpentoum,176667,1,143100.27,30033.39,3533.34,0,0,3533.34,1,2,1,NA,1.4,18.2,80.4,1,80.4,18.2,0,0,1.4,1,68.9,31.1,0,NA,NA,2,26.7,71.6,1.8,0,2,51.5,45,3.5,2
Senegal,Tambacounda,Tambacounda,396960,1,337416,51604.8,7939.2,0,0,7939.2,1,2,NA,NA,1.3,20.2,78.5,1,78.5,20.2,0,0,1.3,2,69.2,30.8,0,NA,NA,2,40.8,55.2,4,0,2,58.1,36.9,5.1,2
Senegal,Thies,Mbour,852691,1,775948.81,76742.19,0,0,0,0,1,2,1,NA,1.3,1,97.7,1,94.2,4.5,1.3,0,0,1,80.4,16.5,2.1,0,1.1,1,68,32,0,0,2,51.3,43.9,4.8,2
Senegal,Thies,Thies,851335,1,719378.075,127700.25,4256.675,0,0,4256.675,1,2,1,NA,0.8,1.7,97.4,1,93.8,4.5,1.7,0,0,1,79.7,13.7,6.6,0,0,2,67.9,31.3,0.8,0,2,55,43.3,1.7,2
Senegal,Thies,Tivaouane,576432,1,489967.2,80700.48,5764.32,0,0,5764.32,1,2,1,NA,0,3.9,96.1,1,91.6,6.9,1.5,0,0,1,75.1,19.5,5.4,0,0,2,71.2,26.5,2.3,0,2,42.9,53.3,3.9,2
Senegal,Ziguinchor,Oussouye,64245,1,55250.7,8351.85,642.45,0,0,642.45,1,1,2,NA,21.8,7.4,70.8,4,90.2,5.6,2.7,0,1.5,1,88.2,8.7,1.5,0,1.5,1,66.4,32.1,0.8,0.8,2,47,24.5,28.4,3
Senegal,Ziguinchor,Ziguinchor,330003,1,277202.52,49500.45,3300.03,0,0,3300.03,1,2,1,NA,10.2,14.1,75.8,2,83.3,14.5,2.2,0,0,1,68,24,8,0,0,2,68.3,30.9,0,0.9,2,51.3,38.8,9.8,2
Senegal,Tambacounda,Goudiry,157979,2,110585.3,39494.75,7898.95,0,0,7898.95,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senegal,Ziguinchor,Bignona,335704,2,234992.8,87283.04,13428.16,0,0,13428.16,2,2,1,NA,8.1,7.3,84.5,2,95.5,3.7,0,0.8,0,1,68.1,26.4,4.6,0.8,0,2,71.8,26.3,0,1.9,2,57.3,28.1,14.5,2
