adm0_name,adm1_name,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35
Guinea-Bissau,Bolama,35574,2,27392,6403,1779,0,0,1779
Guinea-Bissau,Quinara,68884,1,64062,4822,0,0,0,0
Guinea-Bissau,Oio,241829,1,220064,21765,0,0,0,0
Guinea-Bissau,Bafata,225680,1,200855,24825,0,0,0,0
Guinea-Bissau,Gabu,241348,1,212386,28962,0,0,0,0
Guinea-Bissau,Biombo,106694,1,100292,6402,0,0,0,0
Guinea-Bissau,Cacheu,204846,1,188458,16388,0,0,0,0
Guinea-Bissau,Tombali,101131,1,93041,8090,0,0,0,0
