adm0_name,adm1_name,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35
Guinea-Bissau,Bafata,233877,3,91212,81857,58469,2339,0,60808
Guinea-Bissau,Biombo,112095,2,61652,44838,5605,0,0,5605
Guinea-Bissau,Bolama,36289,3,13064,13064,9072,1089,0,10161
Guinea-Bissau,Cacheu,210207,2,121920,84083,4204,0,0,4204
Guinea-Bissau,Gabu,257540,2,115893,103016,38631,0,0,38631
Guinea-Bissau,Oio,250613,2,162898,75184,12531,0,0,12531
Guinea-Bissau,Quinara,71808,1,58164,12207,1436,0,0,1436
Guinea-Bissau,Tombali,103982,2,33274,50951,17677,2080,0,19757
