adm0_name,adm1_name,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35
Guinea-Bissau,Bafata,221689,1,181784.98,39904.02,0,0,0,0
Guinea-Bissau,Gabu,233638,1,191583.16,35045.7,7009.14,0,0,7009.14
Guinea-Bissau,Quinara,67463,1,58692.81,6746.3,2023.89,0,0,2023.89
Guinea-Bissau,Tombali,98357,1,79669.17,16720.69,1967.14,0,0,1967.14
Guinea-Bissau,Bolama,35222,2,28529.82,6339.96,352.22,0,0,352.22
Guinea-Bissau,Biombo,101553,1,86320.05,13201.89,2031.06,0,0,2031.06
Guinea-Bissau,Cacheu,199622,1,169678.7,27947.08,1996.22,0,0,1996.22
Guinea-Bissau,Oio,237553,1,190042.4,38008.48,9502.12,0,0,9502.12
