adm0_name,adm1_name,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35
Guinea-Bissau,Bafata,233876,2,187101,44436,2339,0,0,2339
Guinea-Bissau,Biombo,114897,2,79279,28724,6893.82,0,0,6893.82
Guinea-Bissau,Bolama,36652,2,29322,5498,1832.6,0,0,1832.6
Guinea-Bissau,Cacheu,212941,2,149059,53235,10647,0,0,10647
Guinea-Bissau,Gabu,266037,2,178245,74490,13302,0,0,13302
Guinea-Bissau,Oio,255123,2,165830,63781,25512,0,0,25512
Guinea-Bissau,Quinara,73316,2,47655,20528,5132,0,0,5132
Guinea-Bissau,Tombali,105437,2,76969,26359,2109,0,0,2109
