adm0_name,adm1_name,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35,foodconsumption_phase,livelihoods_phase,nutrition_phase,mortality_phase
Guinea-Bissau,Bafata,242372,1,203592.48,31508.36,7271.16,0,0,7271.16,1,1,NA,NA
Guinea-Bissau,Biombo,117770,1,101282.2,14132.4,2355.4,0,0,2355.4,1,1,NA,NA
Guinea-Bissau,Bolama,37019,1,31836.34,4442.28,740.38,0,0,740.38,1,1,NA,NA
Guinea-Bissau,Cacheu,215709,1,181195.56,32356.35,2157.09,0,0,2157.09,1,1,NA,NA
Guinea-Bissau,Gabu,274316,1,227682.28,38404.24,8229.48,0,0,8229.48,1,2,NA,NA
Guinea-Bissau,Oio,259715,2,179203.35,67525.9,12985.75,0,0,12985.75,2,2,NA,NA
Guinea-Bissau,Quinara,74856,2,53896.32,17216.88,3742.8,0,0,3742.8,2,2,NA,NA
Guinea-Bissau,Tombali,106912,1,87667.84,16036.8,3207.36,0,0,3207.36,1,2,NA,NA
