adm0_name,adm1_name,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35
Guinea-Bissau,Bafata,233876,2,175407,51453,7016,0,0,7016
Guinea-Bissau,Biombo,112095,2,78467,22419,11209.5,0,0,11209.5
Guinea-Bissau,Bolama,36289,2,22499,10887,2903.12,0,0,2903.12
Guinea-Bissau,Cacheu,210208,2,147146,52552,10510,0,0,10510
Guinea-Bissau,Gabu,257538,2,167400,64385,25754,0,0,25754
Guinea-Bissau,Oio,250512,3,120246,77659,50102,2505.12,0,52608
Guinea-Bissau,Quinara,71808,2,41649,19388,10771,0,0,10771
Guinea-Bissau,Tombali,103981,2,65508,28075,10398,0,0,10398
