adm0_name,adm1_name,adm2_name,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35,foodconsumption_phase,livelihoods_phase,nutrition_phase,mortality_phase,FCG_Poor,FCG_Borderline,FCG_Acceptable,FCG_finalphase,HDDS_Phase1,HDDS_Phase2,HDDS_Phase3,HDDS_Phase4,HDDS_Phase5,HDDS_finalphase,HHS_Phase1,HHS_Phase2,HHS_Phase3,HHS_Phase4,HHS_Phase5,HHS_finalphase,LhHCSCat_NoStrategies,LhHCSCat_StressStrategies,LhHCSCat_CrisisStategies,LhHCSCat_EmergencyStrategies,LhHCSCat_finalphase,rCSI_Phase1,rCSI_Phase2,rCSI_Phase3,rCSI_finalphase
Mali,Segou,Segou,1039588,1,842066.28,176729.96,20791.76,0,0,20791.76,1,1,2,NA,0.3,9.1,90.6,1,97.9,1.3,0.9,0,0,1,100,0,0,0,0,1,98.3,0,1.3,0.4,1,98.9,1.1,0,1
Mali,Segou,Tominian,330237,1,280701.45,46233.18,3302.37,0,0,3302.37,1,1,3,NA,2.6,28,69.4,1,92,8,0,0,0,1,99.4,0.2,0.2,0,0.2,1,88.2,10.2,0.6,1,1,95.5,3.2,1.3,1
Mali,Sikasso,Bougouni,684799,1,616319.3919,68479.93243,0,0,0,0,1,1,1,NA,6.4,17,76.6,2,91.5,7.2,1.3,0,0,1,99.2,0.8,0,0,0,1,96.7,2.3,0.5,0.5,1,96.7,2.6,0.7,1
Mali,Sikasso,Kadiolo,363514,1,327162.2029,36351.35588,0,0,0,0,1,1,1,NA,2.9,3.2,93.8,1,98.9,0.6,0.5,0,0,1,96.8,1.4,1.3,0,0.5,1,93.7,3.6,1.9,0.8,1,97.3,2.1,0.6,1
Mali,Sikasso,Kolondieba,300866,1,270779.676,30086.63067,0,0,0,0,1,1,1,NA,14.5,21.6,63.9,3,83.2,14.2,2.6,0,0,1,99.3,0.7,0,0,0,1,98.5,1.5,0,0,1,100,0,0,1
Mali,Sikasso,Koutiala,866857,1,762834.1836,86685.70268,17337.14054,0,0,17337.14054,1,1,1,NA,0,1.4,98.6,1,99.6,0.4,0,0,0,1,99.6,0,0.4,0,0,1,94,2.7,1.3,2,1,99.1,0.4,0.5,1
Mali,Sikasso,Sikasso,1097636,1,976895.9417,109763.589,10976.3589,0,0,10976.3589,1,1,1,NA,15.6,17.4,67,3,86.5,9,4.1,0.4,0,1,99.8,0.2,0,0,0,1,95.8,2.4,1.2,0.6,1,95.2,4.8,0,1
Mali,Sikasso,Yanfolila,317675,1,285907.22,31767.46889,0,0,0,0,1,1,1,NA,3.4,8.5,88.2,1,94.9,2.2,2.9,0,0,1,98.9,1.1,0,0,0,1,86.8,11.6,0.6,1.1,1,98.7,1.3,0,1
Mali,Sikasso,Yorosso,316016,1,268613.1794,41082.01567,6320.310103,0,0,6320.310103,1,1,2,NA,1.1,5.2,93.7,1,98.5,0.8,0.2,0.4,0,1,99.3,0.3,0.4,0,0,1,99.8,0,0.2,0,1,99,1,0,1
Mali,Taoudenit,Taoudenit,60378,1,50113.74,9056.7,1207.56,0,0,1207.56,1,1,3,NA,15.2,7.9,76.9,2,69.9,18.6,2.8,3.7,5,2,99.4,0.6,0,0,0,1,85.5,12.7,1.4,0.5,1,81.3,15.9,2.7,1
Mali,Tombouctou,Dire,163769,1,135928.27,22927.66,4913.07,0,0,4913.07,1,2,3,NA,1,9.8,89.2,1,88.8,8.6,1.5,1.1,0,1,72.9,26.2,0.9,0,0,2,49.6,24.4,25,1,3,20.4,79.6,0,2
Mali,Tombouctou,Goundam,225997,2,146898.05,47459.37,31639.58,0,0,31639.58,1,2,3,NA,7.5,18.6,73.9,2,80.6,11.7,4,1.7,1.9,1,72.4,24,3.6,0,0,2,54.9,22.5,12.5,10.1,3,37.1,57.5,5.4,2
Mali,Tombouctou,Gourma-Rharous,165818,2,81250.82,58036.3,26530.88,0,0,26530.88,2,3,3,NA,14.7,6.8,78.5,2,89.2,6,0.8,0.8,3.2,1,66.7,5.1,28.2,0,0,3,55,13.7,7,24.2,4,63.9,36.1,0,2
Mali,Tombouctou,Niafunke,262005,2,178163.4,65501.25,18340.35,0,0,18340.35,2,2,3,NA,8,25.3,66.7,2,75.2,12.6,10.6,0.7,0.9,2,85.1,14.4,0.5,0,0,1,64.2,34.1,1.7,0,2,77.3,22.7,0,2
Mali,Tombouctou,Tombouctou,129776,2,80461.12,38932.8,10382.08,0,0,10382.08,2,2,3,NA,13.6,25.5,60.9,3,72.1,11.8,4.8,0.5,10.8,2,74.1,10.9,14.9,0,0,2,54.7,20.8,17.4,7.2,3,50.7,41.6,7.7,2
